Date,GWL,P,T,Tmax,Tmin,rH,Tsin
1990-01-01,30.39,0.45,-1.71,-0.14,-3.23,87.46,0.7768115371306088
1990-01-08,30.44,2.6,-1.6,-0.14,-3.67,87.83,0.5010583235902626
1990-01-15,30.48,1.19,3.54,5.41,1.67,91.32,0.3607804442412128
1990-01-22,30.61,6.56,6.93,8.9,4.53,83.41,0.3580091937081562
1990-01-29,30.63,18.35,5.47,8.49,2.79,76.63,0.4927847011000867
1990-02-05,30.66,3.75,6.16,10.21,3.1,73.95,0.7631553489205434
1990-02-12,30.7,13.73,5.8,10.5,2.09,73.92,1.1652060334757532
1990-02-19,30.73,16.67,3.89,7.21,0.97,87.02,1.6931148575558126
1990-02-26,30.75,8.88,9.96,15.84,5.14,70.81,2.3392374344501388
1990-03-05,30.75,24.68,3.91,6.7,1.4,78.73,3.094217582532435
1990-03-12,30.76,14.01,8.31,11.5,5.6,77.31,3.947122807501604
1990-03-19,30.76,0.03,9.07,15.9,2.86,64.18,4.885602610427262
1990-03-26,30.76,4.02,8.94,12.99,5.31,71.82,5.896067329219301
1990-04-02,30.75,0.0,9.14,14.33,3.94,70.14,6.963884923806583
1990-04-09,30.73,1.88,5.57,11.39,0.66,59.49,8.073592855475887
1990-04-16,30.71,7.5,8.26,13.9,3.04,67.52,9.209121992251063
1990-04-23,30.63,22.05,10.73,16.69,5.83,71.75,10.3540292980497
1990-04-30,30.58,5.55,10.04,14.37,6.81,73.0,11.49173593615964
1990-05-07,30.54,0.0,18.2,25.46,9.77,51.61,12.605767339177946
1990-05-14,30.49,15.49,15.74,21.53,11.4,71.49,13.67999176907724
1990-05-21,30.45,3.8,13.36,19.31,8.2,63.99,14.698853912929351
1990-05-28,30.44,0.0,13.3,18.91,7.74,56.56,15.647600131702104
1990-06-04,30.51,17.24,14.53,20.8,9.34,66.02,16.512492100412693
1990-06-11,30.63,86.96,13.71,17.1,10.71,83.31,17.28100574602025
1990-06-18,30.71,5.62,15.31,19.64,11.2,70.19,17.94201260233627
1990-06-25,30.75,39.48,17.49,22.66,12.93,72.72,18.485940955842143
1990-07-02,30.73,12.42,19.63,24.44,15.56,70.65,18.90491444894098
1990-07-09,30.69,13.75,15.96,20.6,12.16,68.29,19.192866133598063
1990-07-16,30.68,1.84,16.83,22.53,11.24,58.58,19.34562632381637
1990-07-23,30.63,0.06,17.13,22.73,12.69,63.55,19.360982974798105
1990-07-30,30.58,0.15,19.23,25.49,13.54,64.48,19.238713714471945
1990-08-06,30.51,0.0,22.26,29.27,15.54,46.48,18.98058906355304
