Date,GWL,P,T,Tmax,Tmin,rH,Tsin
1990-01-01,29.32,0.02,-1.39,-0.09,-2.66,85.25,0.9388250530851447
1990-01-08,29.21,1.89,-1.01,0.3,-3.1,86.94,0.654581994187529
1990-01-15,29.23,1.07,4.07,5.94,2.24,88.43,0.5027707568466369
1990-01-22,29.26,6.32,7.23,9.11,4.96,82.07,0.485589468907925
1990-01-29,29.24,16.59,5.69,8.93,2.91,76.57,0.6032869042309574
1990-02-05,29.25,5.29,6.13,9.54,3.47,75.71,0.8541588806059526
1990-02-12,29.25,9.46,6.01,10.16,2.54,72.68,1.2345729352022214
1990-02-19,29.23,13.71,4.07,7.07,1.09,87.57,1.7390209202643288
1990-02-26,29.24,11.56,9.84,15.14,5.1,70.9,2.36019875750409
1990-03-05,29.27,22.35,4.0,6.73,1.46,82.37,3.089112196397388
1990-03-12,29.25,11.83,8.37,11.17,5.77,80.38,3.9152070450739496
1990-03-19,29.18,0.34,8.53,15.24,2.47,68.57,4.826521988141748
1990-03-26,29.14,2.75,8.86,12.59,5.39,72.25,5.809861778744093
1990-04-02,29.11,0.04,8.6,14.29,2.91,70.85,6.850988297139935
1990-04-09,29.07,1.36,4.94,10.91,-0.36,59.67,7.934826709405195
1990-04-16,29.08,5.73,7.6,12.91,2.53,69.44,9.04568374120961
1990-04-23,29.1,10.37,10.24,16.11,5.0,71.96,10.167474906208865
1990-04-30,29.06,7.82,10.09,14.4,6.36,72.08,11.283957398930866
1990-05-07,28.98,0.0,17.97,25.37,8.61,54.55,12.37896528002089
1990-05-14,28.97,8.86,15.43,20.99,10.3,70.49,13.4366435485147
1990-05-21,28.95,4.28,13.51,18.83,7.71,65.42,14.441677711926337
1990-05-28,28.9,0.06,12.91,18.57,6.36,58.84,15.379515530125753
1990-06-04,28.93,14.13,14.64,20.66,8.66,65.72,16.236577722297888
1990-06-11,29.04,45.0,14.04,17.49,10.59,81.0,17.000454586085425
1990-06-18,29.1,7.69,14.97,18.93,10.54,72.45,17.660085681996378
1990-06-25,29.13,19.55,17.4,22.09,12.6,74.29,18.20591998136485
1990-07-02,29.15,23.11,19.51,24.3,15.36,72.32,18.630054159025477
1990-07-09,29.05,7.12,15.94,20.36,11.79,70.17,18.92634702831476
1990-07-16,28.94,2.69,16.84,22.31,10.71,61.99,19.09050846145425
1990-07-23,28.91,0.0,17.09,22.74,12.13,66.19,19.120161507806703
1990-07-30,28.88,1.81,19.13,25.09,12.9,68.04,19.014876810573305
