Date,GWL,P,T,Tmax,Tmin,rH,Tsin
1990-01-01,49.36,0.08,-1.61,0.17,-3.51,84.69,0.5698827497135959
1990-01-08,49.38,0.72,-2.13,-0.07,-4.19,80.43,0.2896441533102241
1990-01-15,49.39,2.44,2.89,4.77,0.84,88.12,0.1466567617918137
1990-01-22,49.39,1.98,6.73,9.03,4.37,78.5,0.1429909402595459
1990-01-29,49.39,15.52,5.91,8.97,3.47,70.36,0.2786997674421467
1990-02-05,49.39,1.7,6.27,10.97,2.99,70.88,0.5518182671502352
1990-02-12,49.39,5.54,6.16,11.2,2.56,68.63,0.9583918598626456
1990-02-19,49.39,15.94,4.09,7.63,1.33,80.67,1.4925336224845438
1990-02-26,49.39,5.41,10.27,16.33,4.8,65.27,2.1465095271924124
1990-03-05,49.39,19.1,3.97,7.0,1.26,74.73,2.910850425163209
1990-03-12,49.38,10.04,8.63,11.87,5.83,73.16,3.774489153734975
1990-03-19,49.37,0.1,9.0,15.99,2.59,62.27,4.724920781775837
1990-03-26,49.35,1.9,9.17,13.77,5.59,70.07,5.74838367301264
1990-04-02,49.34,0.0,8.79,14.33,3.57,71.08,6.830058745637757
1990-04-09,49.32,2.09,5.51,11.33,0.6,59.97,7.954284043045337
1990-04-16,49.3,8.32,7.89,13.99,2.44,66.27,9.104781508849422
1990-04-23,49.27,6.62,10.67,16.37,5.57,70.15,10.264892682629998
1990-04-30,49.24,9.83,9.57,14.09,6.5,75.83,11.417819903683204
1990-05-07,49.21,0.0,17.2,25.14,7.73,52.97,12.546869530301732
1990-05-14,49.17,5.82,16.27,22.6,10.63,66.5,13.635693652928015
1990-05-21,49.18,1.02,13.51,20.03,7.0,62.51,14.668526801328133
1990-05-28,49.2,0.02,13.63,19.66,7.53,54.84,15.63041421842135
1990-06-04,49.23,18.12,14.49,21.24,8.5,63.97,16.507428395506075
1990-06-11,49.27,53.98,14.2,18.36,11.03,78.74,17.286870733592586
1990-06-18,49.29,2.76,15.64,20.53,11.13,71.23,17.957455410917195
1990-06-25,49.28,15.18,17.76,23.34,12.97,72.5,18.50947279435368
1990-07-02,49.26,12.43,20.23,25.44,15.64,70.01,18.93493002863164
1990-07-09,49.21,8.36,16.27,20.99,12.29,70.19,19.22766676771965
1990-07-16,49.16,3.4,16.43,22.77,10.43,64.6,19.383444372657983
1990-07-23,49.12,0.31,17.14,23.2,12.41,65.73,19.400007284313887
1990-07-30,49.08,0.14,19.3,25.89,12.9,66.12,19.27711568242139
1990-08-06,49.02,14.25,22.19,30.27,13.81,51.95,19.01654895802388
1990-08-13,48.95,8.25,18.51,25.31,13.26,68.0,18.622079949040725
1990-08-20,48.98,26.58,18.11,23.67,14.07,72.25,18.099420312010484
1990-08-27,49.06,2.11,17.31,23.9,11.51,67.71,17.456137820992076
1990-09-03,49.11,15.1,18.93,26.01,13.54,68.19,16.70154679108324
1990-09-10,49.11,24.32,13.19,16.99,10.79,81.48,15.846573213151924
1990-09-17,49.12,3.45,12.51,17.26,8.87,76.65,14.90359655254388
1990-09-24,49.16,13.03,11.57,15.99,8.86,73.73,13.886270502417627
1990-10-01,49.19,8.96,12.2,16.46,8.63,77.44,12.80932528708393
1990-10-08,49.18,1.6,12.41,17.39,8.99,76.62,11.688354377869414
1990-10-15,49.17,0.0,12.51,19.57,6.81,74.51,10.539588709720126
1990-10-22,49.17,16.3,11.3,16.53,7.44,76.23,9.379661667744468
1990-10-29,49.17,6.98,6.16,11.8,1.91,70.11,8.225368246536668
1990-11-05,49.17,8.84,6.17,9.0,3.71,83.67,7.0934218694999
1990-11-12,49.18,5.36,5.21,8.14,2.46,87.0,6.0002123892676
1990-11-19,49.22,29.54,7.71,9.84,5.79,86.69,4.961568773219914
1990-11-26,49.29,14.98,3.56,5.89,1.6,86.79,3.9925299102574296
1990-12-03,49.36,5.93,1.33,3.9,-1.51,88.27,3.107126857400182
1990-12-10,49.42,16.94,-0.43,1.91,-2.64,84.11,2.3181796791421645
1990-12-17,49.46,15.24,0.36,1.49,-0.57,90.55,1.6371118211955888
1990-12-24,49.46,6.12,0.6,2.43,-1.11,87.37,1.0737847063728605
1990-12-31,49.46,13.37,3.04,5.76,0.43,75.4,0.6363549475521744
1991-01-07,49.46,9.22,5.73,8.03,3.27,77.52,0.3311562451895682
1991-01-14,49.47,5.43,4.94,8.29,2.41,74.59,0.1626076794261735
1991-01-21,49.43,2.32,-1.8,2.76,-6.3,73.41,0.1331497246612052
1991-01-28,49.39,0.59,1.23,2.39,0.14,90.89,0.2432089130584351
1991-02-04,49.33,0.28,-5.51,-1.64,-9.06,68.04,0.4911916586358931
1991-02-11,49.25,10.18,-5.81,-2.7,-8.81,81.56,0.8735073313619264
1991-02-18,49.2,9.68,-2.94,-0.39,-5.61,84.22,1.384620247159564
1991-02-25,49.2,2.55,3.03,8.03,-2.17,80.57,2.0171298210374085
1991-03-04,49.2,0.0,1.9,6.11,-1.44,77.72,2.761877722781916
1991-03-11,49.21,0.51,7.1,11.31,2.67,78.75,3.608080483664998
1991-03-18,49.21,1.97,8.59,15.26,3.06,78.84,4.543485634108577
1991-03-25,49.21,18.51,8.49,12.54,5.04,80.55,5.554549111532183
1991-04-01,49.21,5.37,4.61,8.64,0.67,66.26,6.62663136963398
1991-04-08,49.22,3.35,10.56,15.43,5.56,70.83,7.744209349568205
1991-04-15,49.22,0.0,11.27,17.54,3.39,57.29,8.891101243813692
1991-04-22,49.27,10.88,3.09,7.96,-1.03,74.4,10.05070079829852
1991-04-29,49.32,19.6,7.74,12.54,2.99,78.21,11.20621776023567
1991-05-06,49.39,17.08,7.69,11.84,3.8,78.86,12.340920990142257
1991-05-13,49.47,29.34,10.64,14.69,6.34,73.26,13.4383807179356
1991-05-20,49.47,11.06,9.87,14.36,3.87,68.19,14.482706435395036
1991-05-27,49.43,16.93,10.43,15.11,6.46,72.16,15.458776980460756
1991-06-03,49.38,1.46,14.79,20.44,6.77,57.8,16.352459481896094
1991-06-10,49.26,3.64,14.19,19.31,8.09,63.21,17.150813994137767
1991-06-17,49.17,35.67,15.66,20.03,11.5,64.31,17.842280859352
1991-06-24,49.13,12.61,16.79,21.86,11.4,67.12,18.4168480838157
1991-07-01,49.09,12.21,16.93,21.44,12.01,70.89,18.86619630512104
1991-07-08,49.04,0.0,24.04,29.23,15.43,54.01,19.18381925117093
1991-07-15,49.0,8.08,22.13,27.83,15.96,65.04,19.36511794679812
1991-07-22,48.95,0.56,18.13,22.81,13.57,62.9,19.407467303955837
1991-07-29,48.9,6.72,19.96,26.21,12.73,62.55,19.310254131297715
1991-08-05,48.83,7.43,22.37,27.64,16.84,68.97,19.07488601279257
1991-08-12,48.75,2.22,22.21,27.73,16.53,64.33,18.704770926817453
1991-08-19,48.71,12.81,17.84,23.41,12.16,64.91,18.20526790083116
1991-08-26,48.72,1.16,17.94,22.97,11.86,67.2,17.583609416117223
1991-09-02,48.73,1.74,16.99,23.04,9.86,68.47,16.848796686124764
1991-09-09,48.74,0.26,15.9,21.93,9.61,62.47,16.011469324709978
1991-09-16,48.76,3.59,15.49,23.21,7.44,61.86,15.083751291397752
1991-09-23,48.86,0.57,15.36,21.2,10.51,70.54,14.0790753442759
1991-09-30,48.97,3.08,16.21,21.0,11.6,69.11,13.01198854233214
1991-10-07,49.01,1.47,12.79,19.44,7.43,67.35,11.897941613432678
1991-10-14,49.03,7.1,13.7,20.37,8.36,75.85,10.753065237759523
1991-10-21,49.07,4.2,8.24,13.34,4.39,74.34,9.59393648597737
1991-10-28,49.11,3.84,3.56,8.97,-1.84,77.35,8.437338793953835
1991-11-04,49.16,4.44,4.36,8.84,0.03,74.28,7.300018949445826
1991-11-11,49.19,26.1,5.83,8.71,3.04,81.02,6.198444609425872
1991-11-18,49.22,10.18,5.1,7.76,2.84,83.25,5.148565859042656
1991-11-25,49.23,5.14,2.13,4.66,-0.99,87.36,4.16558426468734
1991-12-02,49.24,0.13,3.11,5.14,1.14,90.94,3.2637327651275463
1991-12-09,49.27,4.06,-0.09,2.67,-2.03,87.74,2.456069587744789
1991-12-16,49.3,0.0,-1.86,1.01,-5.57,76.57,1.7542891738333974
1991-12-23,49.35,31.17,4.03,6.26,0.33,83.66,1.1685528506419465
1991-12-30,49.4,8.06,2.87,5.57,0.31,83.98,0.7073417019160146
1992-01-06,49.45,18.3,3.84,6.14,0.76,82.81,0.3773337672816357
1992-01-13,49.5,3.18,2.49,5.34,-0.77,86.1,0.1833073485437744
1992-01-20,49.55,21.79,2.8,5.51,0.33,85.75,0.1280718229614326
1992-01-27,49.62,0.2,-4.2,-1.13,-7.4,88.69,0.2124269652790609
1992-02-03,49.65,3.23,0.4,1.36,-1.16,93.17,0.4351513675046323
