Date,GWL,P,T,Tmax,Tmin,rH,Tsin
1990-01-01,58.43,0.1,-1.89,-0.54,-3.09,88.13,0.3954908450930574
1990-01-08,58.43,1.53,-1.57,-0.23,-3.26,88.21,0.1062672485954898
1990-01-15,58.45,2.04,3.57,5.26,1.97,89.96,-0.0498244610366018
1990-01-22,58.48,11.02,6.71,8.69,4.39,81.45,-0.0705242685330613
1990-01-29,58.5,21.54,5.37,8.11,2.97,73.84,0.0444675337660598
1990-02-05,58.51,4.28,6.0,9.43,3.24,73.44,0.2934860065135591
1990-02-12,58.52,9.24,5.61,9.56,2.31,72.34,0.6729256696215948
1990-02-19,58.53,19.62,3.1,5.8,0.67,85.91,1.177292705162527
1990-02-26,58.54,11.56,9.77,15.1,5.51,68.78,1.7992845010708702
1990-03-05,58.55,11.36,3.5,6.2,1.04,78.11,2.529895383951306
1990-03-12,58.55,22.3,7.64,10.57,5.03,77.99,3.3585470101125408
1990-03-19,58.57,0.18,8.33,14.96,2.73,64.99,4.273241526925656
1990-03-26,58.58,4.2,8.4,12.24,5.4,71.82,5.260735286919585
1990-04-02,58.57,0.0,8.21,13.69,3.14,70.86,6.306730599448056
1990-04-09,58.52,1.58,4.66,10.47,-0.46,61.85,7.396082743600552
1990-04-16,58.42,11.99,7.64,13.2,2.54,68.21,8.5130192450659
1990-04-23,58.33,13.25,9.96,15.59,4.97,73.4,9.64136824209018
1990-04-30,58.33,7.76,9.7,14.16,6.34,73.77,10.764792634071782
1990-05-07,58.31,0.0,16.63,24.37,7.71,60.16,11.867026622610991
1990-05-14,58.31,27.07,15.36,21.11,10.79,72.42,12.93211122019174
1990-05-21,58.28,4.38,12.36,17.84,7.14,67.82,13.94462531662047
1990-05-28,58.28,1.7,12.23,17.76,6.56,62.05,14.889908957665348
1990-06-04,58.28,19.23,13.91,19.94,8.43,68.6,15.754275603096769
1990-06-11,58.28,95.52,13.71,17.77,10.71,83.82,16.525210290894705
1990-06-18,58.28,2.62,14.44,18.51,10.23,74.02,17.19155083844984
1990-06-25,58.28,33.3,17.06,22.14,12.44,76.25,17.74364945718873
1990-07-02,58.28,12.56,18.9,23.96,15.19,73.45,18.17351244064279
1990-07-09,58.28,13.12,15.47,19.97,11.49,72.29,18.47491590345019
1990-07-16,58.28,6.27,15.89,21.47,10.76,64.91,18.643495895532944
1990-07-23,58.31,2.82,16.7,22.24,12.77,69.17,18.676811586707014
1990-07-30,58.31,4.75,18.31,24.31,12.71,72.45,18.574380606890315
1990-08-06,58.27,0.0,20.97,27.76,13.74,56.35,18.337686030226024
1990-08-13,58.24,19.22,17.43,22.94,12.84,75.91,17.970154901999805
1990-08-20,58.19,27.83,17.29,22.51,13.63,77.33,17.477108619254494
1990-08-27,58.18,0.99,16.44,22.31,11.26,70.32,16.865685883529864
1990-09-03,58.18,10.24,17.66,24.03,12.86,72.45,16.144739341276605
1990-09-10,58.19,45.2,12.44,15.81,10.07,85.56,15.324707408463752
1990-09-17,58.23,3.19,11.97,16.26,8.59,79.06,14.417463135201
1990-09-24,58.23,17.8,10.71,14.56,8.36,77.33,13.436142298629658
1990-10-01,58.23,7.64,11.21,15.0,8.03,79.22,12.394953213084928
1990-10-08,58.23,3.85,11.5,15.59,8.33,81.57,11.30897101124351
1990-10-15,58.23,0.06,12.84,18.2,8.13,76.22,10.193919374812028
1990-10-22,58.23,0.33,10.09,14.91,6.66,82.37,9.065942875025392
1990-10-29,58.24,4.88,5.23,10.57,1.24,73.87,7.94137321918504
1990-11-05,58.25,7.86,5.7,8.71,2.99,83.91,6.836492787697598
1990-11-12,58.25,2.67,4.49,6.8,2.27,90.68,5.767298885306163
1990-11-19,58.26,24.53,7.29,8.91,6.04,89.95,4.749272119865276
1990-11-26,58.27,23.62,3.09,4.89,1.46,89.15,3.7971522622490257
1990-12-03,58.27,5.96,1.56,4.03,-1.09,89.57,2.9247248326640936
1990-12-10,58.25,15.79,-0.5,1.59,-2.66,85.23,2.1446215033345206
1990-12-17,58.22,11.8,0.17,1.57,-0.93,89.3,1.4681372074808987
1990-12-24,58.2,5.44,-0.06,1.59,-1.7,89.44,0.9050666026302157
1990-12-31,58.18,12.64,2.57,4.84,0.26,78.7,0.4635622560657459
1991-01-07,58.17,15.15,5.11,6.77,2.86,78.97,0.150016605716619
1991-01-14,58.15,2.38,4.43,7.29,2.21,76.38,-0.0310305944523374
1991-01-21,58.15,2.44,-1.47,1.87,-5.49,74.3,-0.0769580044739637
1991-01-28,58.15,0.38,1.53,2.6,0.4,87.79,0.0128993478543737
1991-02-04,58.16,0.1,-5.34,-1.7,-8.56,66.51,0.2372404389941671
1991-02-11,58.17,9.28,-6.04,-3.66,-8.9,81.46,0.5928170868805669
1991-02-18,58.19,5.06,-3.16,-0.99,-6.24,84.84,1.0744809805890032
1991-02-25,58.22,4.61,2.13,6.54,-2.44,82.54,1.6752582215221177
1991-03-04,58.24,0.18,1.53,5.26,-1.29,77.29,2.3864502968526136
1991-03-11,58.27,4.02,5.76,10.03,1.24,78.61,3.197760023251233
1991-03-18,58.28,0.63,7.49,12.31,3.34,83.57,4.097440637390143
1991-03-25,58.28,25.97,7.61,11.24,4.16,79.68,5.072465874575288
1991-04-01,58.28,6.72,4.1,7.96,-0.31,69.97,6.1087185729790665
1991-04-08,58.28,10.16,10.24,14.63,5.66,72.28,7.19119507271685
1991-04-15,58.28,0.18,11.17,16.83,3.43,59.94,8.304222450321042
1991-04-22,58.3,10.46,2.8,7.29,-1.19,72.64,9.431685443325668
1991-04-29,58.32,4.22,7.54,12.1,2.29,73.13,10.5572597793736
1991-05-06,58.31,39.43,6.81,10.01,3.46,81.95,11.66464853152902
1991-05-13,58.29,5.64,9.83,13.06,5.56,77.25,12.737818077661927
1991-05-20,58.27,15.09,9.46,13.83,3.4,70.63,13.761230247504075
1991-05-27,58.24,6.83,10.83,14.41,6.54,67.59,14.720067296173596
1991-06-03,58.24,1.6,13.96,19.07,7.04,62.93,15.600446446829343
1991-06-10,58.26,7.74,13.67,18.07,7.96,67.13,16.389620896141967
1991-06-17,58.27,23.34,14.53,18.66,10.67,68.68,17.076164372271293
1991-06-24,58.25,33.64,15.69,20.6,10.79,73.93,17.65013657317737
1991-07-01,58.23,17.64,16.13,20.01,11.63,74.44,18.103227089923365
1991-07-08,58.2,0.46,22.59,28.0,14.1,61.05,18.428875731138312
1991-07-15,58.18,21.34,20.66,25.73,14.71,68.6,18.622367506490026
1991-07-22,58.17,20.58,16.71,20.56,13.31,73.93,18.68090089392473
1991-07-29,58.16,10.62,19.07,24.74,11.97,67.19,18.603628402248138
1991-08-05,58.13,7.92,21.61,26.36,16.33,71.19,18.39166884175173
1991-08-12,58.1,22.8,20.57,25.76,16.1,70.79,18.048091125220857
1991-08-19,58.08,9.09,16.41,21.46,11.59,72.39,17.577869833865975
1991-08-26,58.09,9.63,17.07,21.66,11.81,73.61,16.987813191527536
1991-09-02,58.1,3.45,16.59,22.53,10.8,73.85,16.286464489999084
1991-09-09,58.12,3.42,14.97,20.77,9.11,69.68,15.483978392708238
1991-09-16,58.13,13.88,14.19,20.97,7.94,69.79,14.591973907725569
1991-09-23,58.1,14.92,14.09,19.56,9.81,78.06,13.62336615887064
1991-09-30,58.08,6.89,15.19,19.5,10.87,76.23,12.592179390662016
1991-10-07,58.07,5.18,12.24,16.9,8.1,74.79,11.513343914568669
1991-10-14,58.05,9.02,12.89,18.47,8.4,81.33,10.402479936530431
1991-10-21,58.04,7.01,8.07,12.3,4.33,77.01,9.275671395658156
1991-10-28,58.03,1.01,3.36,8.13,-1.14,80.29,8.149233088649959
1991-11-04,58.02,6.63,4.63,8.11,0.8,74.11,7.039474451674653
1991-11-11,58.0,25.51,5.47,7.8,3.17,83.52,5.962463419868959
1991-11-18,57.99,1.2,4.77,6.89,2.66,82.55,4.9337937834715895
1991-11-25,57.99,2.47,2.29,4.67,-0.23,89.04,3.96835940899013
1991-12-02,57.99,0.35,2.9,4.53,1.54,90.11,3.080138594399548
1991-12-09,57.96,3.75,0.54,3.3,-1.71,84.77,2.28199168064283
1991-12-16,57.93,0.0,-1.46,1.24,-5.11,78.43,1.5854748497694144
1991-12-23,57.93,35.76,3.7,6.16,0.49,84.95,1.0006728056844807
1991-12-30,57.93,9.12,2.77,5.6,-0.07,84.12,0.5360527600853278
1992-01-06,57.91,3.5,4.17,6.06,2.01,83.17,0.1983418376882468
1992-01-13,57.89,3.39,1.84,4.99,-1.59,86.9,-0.0075703242331766
1992-01-20,57.88,21.94,2.76,5.36,-0.19,85.14,-0.078702371759828
1992-01-27,57.88,0.6,-4.13,-1.31,-7.51,87.25,-0.0140244006515199
1992-02-03,57.89,8.93,0.84,1.93,-0.84,92.71,0.1855271319109501
1992-02-10,57.91,6.14,3.87,6.6,0.99,83.23,0.5170629660697905
