Date,GWL,P,T,Tmax,Tmin,rH,Tsin
1990-01-01,70.93,0.0,-1.86,-0.33,-3.07,83.89,0.6913669000579965
1990-01-08,70.92,1.02,-1.8,-0.06,-3.83,84.93,0.4021249440298593
1990-01-15,70.94,1.41,3.07,5.1,1.34,87.34,0.2473956494417937
1990-01-22,70.94,10.42,6.54,8.7,4.44,80.7,0.2294196516575137
1990-01-29,70.93,16.32,5.56,9.16,2.9,72.43,0.3484572611530723
1990-02-05,70.97,2.78,6.04,9.9,3.21,73.95,0.6027846939601051
1990-02-12,71.04,9.6,5.87,10.26,2.43,71.64,0.9887190337864328
1990-02-19,71.06,19.04,3.94,7.0,1.16,84.54,1.5006715643376864
1990-02-26,71.08,12.55,9.86,15.41,5.36,69.68,2.131228699534031
1990-03-05,71.13,25.08,3.79,6.66,1.24,78.48,2.8712593396717274
1990-03-12,71.14,10.04,8.3,11.31,5.74,76.85,3.7100470989045897
1990-03-19,71.12,0.0,8.71,15.51,2.53,65.21,4.635445489258191
1990-03-26,71.11,6.38,8.69,12.94,5.31,71.06,5.634053813957835
1990-04-02,71.08,0.0,8.49,14.17,3.17,70.12,6.69141122295706
1990-04-09,71.03,0.34,5.09,10.67,0.19,60.22,7.792206120549245
1990-04-16,71.03,16.06,7.31,12.61,2.69,68.5,8.920497892629664
1990-04-23,71.02,13.68,9.93,15.71,5.03,71.77,10.059947742774176
1990-04-30,71.0,8.06,9.61,13.94,6.14,73.22,11.194055294397833
1990-05-07,70.97,0.0,17.94,25.09,9.69,50.77,12.30639753275625
1990-05-14,70.92,3.88,15.16,21.3,9.89,68.95,13.380866626669384
1990-05-21,70.88,2.76,13.34,19.21,7.76,62.61,14.401903186071747
1990-05-28,70.83,0.0,12.97,18.94,7.09,54.45,15.354721577585268
1990-06-04,70.81,6.88,14.6,20.77,9.14,61.31,16.225524035318752
1990-06-11,70.9,73.77,13.57,17.31,10.37,79.38,17.001700466355985
1990-06-18,70.99,2.85,14.76,19.19,10.7,71.71,17.67201105754792
1990-06-25,70.96,8.2,17.36,22.47,12.86,70.35,18.226749039279248
1990-07-02,70.92,19.92,19.51,24.56,15.34,69.99,18.657881249227493
1990-07-09,70.88,10.3,15.64,20.36,11.87,69.18,18.95916446060996
1990-07-16,70.84,6.06,16.56,22.6,10.74,60.69,19.12623579036872
1990-07-23,70.76,0.35,16.41,22.44,11.54,66.18,19.15667587809296
1990-07-30,70.73,0.97,19.1,25.6,13.37,64.76,19.050043920784056
1990-08-06,70.68,0.0,22.34,29.61,15.14,48.01,18.807884056125094
1990-08-13,70.66,10.24,18.27,25.19,12.8,66.45,18.43370300181855
1990-08-20,70.68,18.54,17.23,22.36,13.89,72.58,17.932919274797143
1990-08-27,70.69,7.9,17.19,23.19,11.61,67.08,17.312784725664425
1990-09-03,70.71,29.98,18.43,25.06,13.99,71.17,16.582279524625
1990-09-10,70.73,28.96,12.67,16.6,10.41,85.17,15.751982119613956
1990-09-17,70.73,4.93,12.23,16.61,8.79,78.55,14.833916049761577
1990-09-24,70.74,8.32,11.11,15.41,8.54,75.29,13.8413758324881
1990-10-01,70.73,3.92,11.61,15.81,8.13,79.68,12.788734445558765
1990-10-08,70.71,1.51,11.67,16.17,8.31,79.49,11.691235191950906
1990-10-15,70.69,0.0,12.37,18.5,7.46,77.53,10.56477096153916
1990-10-22,70.69,0.09,11.23,16.29,7.54,79.04,9.42565408611146
1990-10-29,70.72,9.02,5.81,11.53,1.5,71.63,8.29038012044492
1990-11-05,70.74,2.14,5.77,8.66,3.36,83.61,7.175388970129054
1990-11-12,70.75,3.86,5.63,8.01,3.19,88.44,6.0968268252457145
1990-11-19,70.78,26.12,7.67,9.7,6.01,85.3,5.070312347343171
1990-11-26,70.81,17.86,2.96,5.37,0.97,86.09,4.11071049555337
1990-12-03,70.83,5.45,1.4,3.96,-1.24,89.51,3.2319172670754286
1990-12-10,70.86,13.44,-0.89,1.57,-2.94,84.78,2.446658469199749
1990-12-17,70.92,25.78,0.11,1.26,-0.9,90.57,1.766305436856043
1990-12-24,70.98,6.89,0.73,2.67,-1.19,88.63,1.2007103642790558
1990-12-31,71.04,15.52,3.1,5.5,0.87,76.95,0.7580636353551977
1991-01-07,71.08,11.34,5.39,7.66,2.83,77.91,0.4447752186499407
1991-01-14,71.07,2.93,4.7,7.61,2.39,75.99,0.2653818446342821
1991-01-21,71.04,4.31,-1.3,2.76,-5.47,72.75,0.2224813092776489
1991-01-28,71.04,0.46,1.16,2.07,0.09,89.88,0.3166948553569852
1991-02-04,71.03,0.14,-4.97,-1.23,-8.16,66.87,0.5466581762382337
1991-02-11,71.02,13.22,-6.4,-4.09,-8.76,82.0,0.9090411724047414
1991-02-18,71.01,10.41,-3.24,-0.83,-6.04,84.52,1.3985961746379267
1991-02-25,71.03,2.3,3.01,7.57,-1.67,80.13,2.008233935530473
1991-03-04,71.08,0.78,1.89,6.4,-1.49,76.82,2.729126288898728
1991-03-11,71.08,0.75,7.13,11.57,2.89,78.66,3.5508339904825545
1991-03-18,71.07,1.71,9.27,15.26,4.2,77.78,4.461457888672074
1991-03-25,71.09,30.59,8.31,11.87,5.07,80.41,5.447811236156319
