Date,GWL,P,T,Tmax,Tmin,rH,Tsin
1990-01-01,55.97,0.24,-1.73,-0.46,-2.84,85.78,0.4248355400775505
1990-01-08,55.99,1.61,-1.1,0.03,-2.67,87.63,0.1250722285769505
1990-01-15,56.0,2.38,3.56,5.26,1.89,89.89,-0.043536238777067
1990-01-22,56.02,10.8,6.77,8.41,4.64,81.98,-0.0785481619405192
1990-01-29,56.03,18.87,5.13,8.16,2.73,76.12,0.0205434835300639
1990-02-05,56.05,4.12,5.6,8.9,3.13,76.91,0.2523037040136735
1990-02-12,56.07,13.76,5.26,9.2,2.17,75.66,0.6133762686553368
1990-02-19,56.08,9.85,3.17,6.03,0.56,87.22,1.0985323125540845
1990-02-26,56.09,13.88,8.9,14.3,4.63,73.08,1.7007460584621032
1990-03-05,56.11,21.38,3.61,6.24,1.33,79.99,2.411296560433269
1990-03-12,56.12,23.43,7.54,9.91,5.37,80.36,3.2198939960219715
1990-03-19,56.15,0.53,7.49,14.36,1.71,71.17,4.114828678134749
1990-03-26,56.16,2.42,8.16,11.91,5.19,73.21,5.08314062862259
1990-04-02,56.17,0.1,7.77,13.59,2.51,71.61,6.110807257937076
1990-04-09,56.17,2.43,4.4,9.96,-0.47,61.94,7.182946432972185
1990-04-16,56.18,9.33,7.2,12.34,2.26,71.02,8.284031992367831
1990-04-23,56.2,7.36,9.8,14.99,4.89,71.94,9.39811858829557
1990-04-30,56.19,2.86,9.94,14.29,6.53,70.08,10.509072598684446
1990-05-07,56.2,0.0,16.84,24.03,7.99,59.39,11.600805765936466
1990-05-14,56.18,3.95,15.19,20.64,10.74,72.18,12.657508178697077
1990-05-21,56.15,2.68,12.67,17.89,7.23,69.09,13.663877222760888
1990-05-28,56.14,0.8,12.19,17.5,5.81,63.6,14.605339185563563
1990-06-04,56.13,18.3,14.09,20.19,8.16,68.42,15.468260305099928
1990-06-11,56.11,59.88,13.73,17.43,10.56,84.85,16.240144206967408
1990-06-18,56.09,0.0,14.33,17.94,10.17,76.03,16.909812870354145
1990-06-25,56.08,22.43,16.63,21.4,11.9,80.04,17.467568502317228
1990-07-02,56.07,6.54,18.77,23.59,14.94,75.16,17.90533397617105
1990-07-09,56.07,12.3,15.31,19.43,11.31,73.89,18.21676980023096
1990-07-16,56.06,5.04,15.93,21.23,10.49,66.06,18.397365923031384
1990-07-23,56.05,3.51,16.8,22.0,12.6,70.48,18.444507045543133
1990-07-30,56.03,3.56,18.13,23.73,12.71,73.27,18.35751049457243
1990-08-06,56.02,1.45,20.83,27.44,13.56,58.19,18.13763610887864
1990-08-13,55.99,26.67,17.23,22.27,12.73,78.08,17.788067994845264
1990-08-20,55.97,28.52,16.79,21.7,13.36,80.5,17.313868415908985
1990-08-27,55.96,1.05,16.46,21.93,11.34,71.68,16.721904483496058
1990-09-03,55.95,15.57,17.73,23.61,13.2,73.48,16.020748711089876
1990-09-10,55.95,32.88,12.44,15.9,9.9,87.33,15.220554871553505
