Date,GWL,P,T,Tmax,Tmin,rH,Tsin
1990-01-01,23.57,0.5,-1.81,-0.39,-3.09,90.52,0.547703637671308
1990-01-08,23.57,1.85,-1.63,-0.16,-3.37,88.74,0.2639602168866428
1990-01-15,23.55,1.85,3.69,5.36,2.06,91.22,0.1148685167167347
1990-01-22,23.55,4.59,7.09,9.21,4.8,82.12,0.1025871885306752
1990-01-29,23.55,21.37,5.64,8.39,3.29,74.27,0.2272940497782016
1990-02-05,23.55,7.57,6.09,9.99,3.27,74.86,0.4871835094273606
1990-02-12,23.53,10.94,5.84,10.13,2.66,73.57,0.8784927105435454
1990-02-19,23.52,16.1,3.49,6.46,0.91,86.77,1.3955560114997123
1990-02-26,23.52,9.48,9.94,15.4,5.6,69.72,2.030887017001993
1990-03-05,23.52,11.75,3.83,6.6,1.33,78.66,2.7752869712291384
1990-03-12,23.51,14.79,8.06,11.11,5.5,78.41,3.617977943695972
1990-03-19,23.48,0.13,8.7,15.3,2.91,65.22,4.546758879485643
1990-03-26,23.46,3.0,8.8,12.61,5.67,71.9,5.5481822544481005
1990-04-02,23.45,0.0,8.57,14.01,3.49,71.29,6.607748777630567
1990-04-09,23.45,1.1,5.0,10.96,-0.19,61.51,7.710117321906029
1990-04-16,23.43,5.93,7.94,13.7,2.59,68.55,8.839327043279699
1990-04-23,23.43,7.78,10.5,16.3,5.34,73.0,9.979028472879522
1990-04-30,23.42,10.09,10.0,14.33,6.79,74.77,11.112720235722428
1990-05-07,23.42,0.0,17.14,24.76,7.93,57.75,12.223987968881612
1990-05-14,23.39,17.89,15.7,21.51,11.06,71.79,13.296741979833248
1990-05-21,23.37,4.47,12.81,18.44,7.29,66.07,14.31545020400362
1990-05-28,23.37,0.34,12.77,18.43,7.07,59.26,15.26536308859884
1990-06-04,23.38,18.33,14.37,20.51,8.73,66.82,16.13272714669446
1990-06-11,23.4,121.98,14.1,18.09,11.09,82.76,16.904984089603865
1990-06-18,23.41,4.77,14.96,19.06,10.63,72.04,17.570952654351416
1990-06-25,23.41,28.8,17.51,22.74,12.74,75.13,18.12099049362729
1990-07-02,23.42,14.58,19.29,24.26,15.5,72.92,18.54713378427127
1990-07-09,23.44,17.36,15.87,20.53,11.83,71.93,18.84321253293888
1990-07-16,23.47,3.59,16.26,21.94,10.86,64.61,19.00493990947499
1990-07-23,23.47,3.44,16.96,22.61,12.83,68.65,19.02997431456604
1990-07-30,23.47,3.61,18.6,24.77,13.0,72.7,18.917953283012658
1990-08-06,23.47,1.32,21.4,28.41,13.99,55.63,18.67049873174821
1990-08-13,23.48,18.66,17.9,23.69,13.04,74.85,18.29119347661865
1990-08-20,23.49,35.3,17.57,22.84,13.8,77.1,17.785529357930017
1990-08-27,23.49,1.82,16.89,22.8,11.37,69.23,17.160827725836988
1990-09-03,23.49,15.81,18.0,24.59,12.89,72.76,16.426133436839546
1990-09-10,23.48,34.45,12.83,16.43,10.47,85.2,15.592083896178924
1990-09-17,23.47,3.07,12.41,16.77,8.86,78.29,14.670755042225723
1990-09-24,23.48,15.31,11.09,15.07,8.6,76.37,13.675486502804244
1990-10-01,23.5,7.77,11.63,15.59,8.24,79.26,12.620688454958309
1990-10-08,23.49,2.57,11.79,16.11,8.61,80.58,11.521632984575378
1990-10-15,23.5,0.0,12.76,18.56,7.79,77.04,10.394232966705658
1990-10-22,23.52,2.12,10.36,15.19,6.99,82.28,9.254811668099013
1990-10-29,23.52,5.85,5.26,10.8,1.27,75.49,8.119866407810834
1990-11-05,23.39,8.37,5.9,9.09,3.24,84.72,7.005829697759281
1990-11-12,23.38,2.41,4.94,7.31,2.6,89.53,5.92883132160506
1990-11-19,23.38,26.9,7.57,9.27,6.26,90.12,4.904464796737467
1990-11-26,23.39,22.2,3.19,5.1,1.5,90.17,3.947561600688883
1990-12-03,23.4,4.9,1.8,4.36,-0.9,89.46,3.071976430882919
1990-12-10,23.41,22.06,-0.31,1.71,-2.33,85.71,2.2903866068711407
1990-12-17,23.42,14.63,0.4,1.69,-0.66,89.34,1.6141085194502969
1990-12-24,23.42,7.73,0.09,1.76,-1.53,90.08,1.0529337842342574
1990-12-31,23.43,14.93,2.69,5.1,0.33,78.56,0.6149874719619159
1991-01-07,23.43,14.72,5.43,7.16,2.97,78.51,0.3066104681788832
1991-01-14,23.43,4.25,4.71,7.63,2.39,75.85,0.1322676655696302
1991-01-21,23.41,2.53,-1.61,1.74,-5.66,77.77,0.094483318194662
1991-01-28,23.39,0.36,1.76,2.74,0.67,88.67,0.1938044936177583
1991-02-04,23.37,0.0,-5.14,-1.44,-8.37,66.46,0.4287931520884687
1991-02-11,23.36,8.27,-5.86,-3.44,-8.67,81.94,0.7960469674629245
1991-02-18,23.38,3.77,-2.8,-0.59,-5.71,83.63,1.2902485884032533
1991-02-25,23.39,3.23,2.46,6.99,-2.36,81.28,1.904242626618725
1991-03-04,23.4,0.0,1.84,5.63,-1.13,76.64,2.629139257459882
1991-03-11,23.41,3.16,5.96,10.27,1.31,78.25,3.454442932865936
1991-03-18,23.41,1.25,7.7,12.67,3.3,83.41,4.368204343071117
1991-03-25,23.4,26.4,8.09,11.8,4.46,78.51,5.357193426865474
1991-04-01,23.38,6.02,4.74,8.59,0.41,67.1,6.407090925448589
1991-04-08,23.36,6.1,10.73,15.24,5.94,70.56,7.5026957064291615
1991-04-15,23.37,0.0,11.67,17.31,3.91,57.98,8.62814485619276
1991-04-22,23.37,12.46,3.17,7.73,-0.79,72.18,9.76714335398916
1991-04-29,23.37,4.16,8.07,12.54,2.91,71.09,10.90320000236159
1991-05-06,23.38,41.45,7.24,10.54,3.74,80.57,12.01986619795685
1991-05-13,23.53,4.36,10.51,13.76,6.31,74.78,13.100974085628216
1991-05-20,23.52,9.04,9.89,14.23,4.1,69.03,14.13087064767467
1991-05-27,23.43,10.8,11.13,14.84,6.91,66.84,15.094644338911902
1991-06-03,23.43,1.71,14.66,19.81,7.36,59.94,15.97834098619888
1991-06-10,23.41,9.04,14.04,18.53,8.0,65.42,16.76916582647813
1991-06-17,23.39,34.32,15.09,19.24,11.29,66.09,17.45566875808579
1991-06-24,23.36,23.41,16.41,21.09,11.24,70.68,18.02791012313684
1991-07-01,23.36,13.64,16.64,20.73,11.97,72.82,18.477604620674228
1991-07-08,23.37,0.0,23.26,28.61,14.74,58.27,18.7982412669096
1991-07-15,23.36,15.3,21.21,26.33,14.9,66.33,18.985177665689577
1991-07-22,23.35,9.25,17.26,21.16,13.5,71.13,19.03570722427495
1991-07-29,23.33,7.21,19.77,25.6,12.31,63.9,18.94909834123723
1991-08-05,23.31,11.54,22.4,27.11,16.89,68.78,18.72660499908337
1991-08-12,23.3,18.9,21.33,26.43,16.41,68.34,18.371448608241344
1991-08-19,23.32,8.43,17.17,22.21,11.9,69.58,17.888771365281777
1991-08-26,23.33,6.07,17.49,21.91,11.81,71.98,17.285561800687315
1991-09-02,23.31,3.21,17.14,23.01,10.96,71.6,16.570553594139422
1991-09-09,23.3,1.5,15.66,21.37,9.43,66.22,15.75409912234452
1991-09-16,23.28,19.16,14.71,21.73,8.06,67.16,14.848019570260163
1991-09-23,23.28,11.33,14.67,20.11,10.31,75.16,13.86543377591265
1991-09-30,23.29,4.41,15.76,20.19,11.19,73.84,12.820568286908504
1991-10-07,23.27,7.53,12.86,17.8,8.39,72.93,11.728551378770522
1991-10-14,23.26,9.89,13.41,19.11,8.64,79.59,10.605194017442091
1991-10-21,23.27,5.84,8.44,12.89,4.73,75.65,9.466760937333127
1991-10-28,23.28,1.22,3.76,8.49,-0.89,79.03,8.3297351493971
1991-11-04,23.26,6.59,4.84,8.46,1.07,73.68,7.210579288851319
1991-11-11,23.25,28.65,5.7,8.03,3.37,82.99,6.125497257910435
1991-11-18,23.24,2.08,5.03,7.21,2.87,81.36,5.090199614633517
1991-11-25,23.25,2.73,2.31,4.64,-0.17,88.46,4.1196761047444
1991-12-02,23.28,0.04,2.93,4.57,1.5,90.51,3.2279786298643574
1991-12-09,23.28,3.1,0.71,3.49,-1.49,84.87,2.42801779449219
1991-12-16,23.31,0.52,-1.2,1.43,-4.83,78.19,1.7313759774627415
1991-12-23,23.31,30.41,3.93,6.3,0.66,83.99,1.148139634362522
1991-12-30,23.29,9.09,3.09,5.89,0.26,83.19,0.6867532589433285
1992-01-06,23.28,3.18,4.43,6.4,2.3,82.6,0.3538971179794696
1992-01-13,23.25,3.08,1.99,5.19,-1.47,87.26,0.1543905298071433
1992-01-20,23.24,20.26,2.99,5.63,0.1,85.66,0.091122086944944
1992-01-27,23.23,0.89,-4.06,-1.44,-7.27,88.38,0.1650078330804092
1992-02-03,23.21,6.98,1.0,2.13,-0.59,93.45,0.3749779999643987
1992-02-10,23.18,5.12,4.21,6.94,1.29,83.05,0.7179924962457953
1992-02-17,23.17,20.23,4.56,7.29,2.31,85.93,1.1890849239885473
1992-02-24,23.17,6.8,2.49,4.66,-0.47,84.82,1.7814344855697195
1992-03-02,23.17,2.02,6.17,11.94,1.36,77.01,2.486464739841888
1992-03-09,23.18,3.34,6.96,11.14,3.34,75.23,3.293967777700173
1992-03-16,23.21,19.06,3.44,7.5,-0.17,74.18,4.192252019155796
1992-03-23,23.21,24.79,6.03,9.76,2.66,83.6,5.168311492008788
1992-03-30,23.19,17.26,3.06,5.76,0.24,82.71,6.20801414118856
1992-04-06,23.18,4.52,6.24,11.47,1.79,72.47,7.296306442290209
1992-04-13,23.17,5.21,9.0,14.27,3.43,60.77,8.417431356772536
1992-04-20,23.17,18.38,6.31,10.4,3.2,72.02,9.555156473114389
1992-04-27,23.17,4.25,11.6,16.53,5.93,63.42,10.693009030744806
1992-05-04,23.17,7.79,10.69,14.97,5.37,68.47,11.81451442391069
1992-05-11,23.16,24.14,10.67,15.27,6.1,74.77,12.90343473226089
1992-05-18,23.16,0.67,15.21,20.96,8.8,63.71,13.94400382453687
1992-05-25,23.16,0.0,18.76,25.13,10.34,49.34,14.921155631379335
1992-06-01,23.16,0.0,18.29,24.17,10.69,53.05,15.820742282160673
1992-06-08,23.16,2.85,21.14,27.16,14.83,51.77,16.62973894751015
1992-06-15,23.14,15.59,17.29,22.7,12.26,68.84,17.336432421680968
1992-06-22,23.14,0.28,19.37,24.99,12.73,54.24,17.93059071433555
1992-06-29,23.12,0.0,20.16,26.67,10.76,45.8,18.40361119628382
1992-07-06,23.12,11.37,20.89,26.39,15.3,58.04,18.748645154218494
1992-07-13,23.11,2.68,20.33,25.84,13.71,58.3,18.96069695105964
1992-07-20,23.1,11.44,19.61,24.69,13.5,67.2,19.036696356197226
1992-07-27,23.1,10.25,21.61,28.47,15.49,61.65,18.9755429983848
1992-08-03,23.1,6.14,21.56,27.97,13.9,58.28,18.778122297665305
1992-08-10,23.09,2.14,23.87,31.29,16.03,51.68,18.4472926456555
1992-08-17,23.08,19.71,17.33,21.4,13.87,70.85,17.98784401980167
1992-08-24,23.08,9.22,18.39,23.29,13.39,69.48,17.406428630817647
1992-08-31,23.08,49.26,19.97,25.34,15.76,78.49,16.71146460743907
1992-09-07,23.07,14.87,13.14,17.1,9.44,80.19,15.913014113011126
1992-09-14,23.04,0.54,13.9,19.27,9.24,76.09,15.02263765862173
1992-09-21,23.03,0.33,13.46,18.81,7.86,74.7,14.053226722133754
1992-09-28,23.03,3.08,15.07,21.19,10.01,79.35,13.01881709657161
1992-10-05,23.02,3.59,10.16,15.69,5.63,75.94,11.934385670332524
1992-10-12,23.02,2.96,7.44,11.67,3.8,87.36,10.815633581576936
1992-10-19,23.02,4.94,4.57,9.76,-0.1,77.8,9.678758886436006
1992-10-26,23.02,8.84,4.47,8.47,1.44,86.49,8.54022203250232
1992-11-02,23.02,12.88,2.81,6.03,-0.91,88.82,7.416507533237594
1992-11-09,23.04,5.23,6.83,9.74,3.97,85.21,6.32388529393868
1992-11-16,23.06,20.35,4.46,6.8,1.6,90.15,5.278175044946369
1992-11-23,23.06,12.53,3.7,6.09,1.61,87.85,4.294517292795004
1992-11-30,23.02,17.8,5.06,7.61,2.79,91.49,3.3871541056277703
1992-12-07,23.0,10.73,3.99,6.8,1.46,84.23,2.5692229068155807
1992-12-14,22.95,17.35,3.84,4.8,1.79,89.97,1.8525662623772696
1992-12-21,22.92,15.02,1.49,3.79,-0.57,91.68,1.2475604162279923
1992-12-28,22.95,0.0,-5.21,-2.26,-7.9,87.4,0.762965055839258
1993-01-04,22.98,0.76,-6.86,-4.2,-8.81,87.87,0.4057964835066325
1993-01-11,23.01,17.31,4.36,6.71,0.59,84.94,0.1812260295374237
1993-01-18,23.03,10.9,6.81,10.51,3.76,74.09,0.092505178201824
1993-01-25,23.03,17.63,6.24,9.1,3.4,79.5,0.1409184905248981
1993-02-01,23.02,9.55,-2.63,0.53,-5.71,86.94,0.3257650055356045
1993-02-08,23.02,6.39,0.61,2.41,-1.71,93.35,0.6443683892579664
1993-02-15,23.04,1.9,1.1,3.07,-0.16,91.01,1.092115684500671
1993-02-22,23.07,24.61,0.8,3.3,-1.63,85.26,1.6625241003989677
1993-03-01,23.04,5.43,-0.84,1.73,-3.64,85.26,2.3473348746842677
1993-03-08,23.02,1.04,-0.63,2.64,-3.69,79.8,3.13663284967991
1993-03-15,23.02,0.04,4.97,10.57,-0.89,75.85,4.018990030719569
1993-03-22,22.98,7.21,9.07,13.03,5.33,72.53,4.981631048452111
1993-03-29,22.99,5.47,2.54,6.89,-0.06,75.14,6.010618129356219
1993-04-05,23.0,0.76,5.17,9.11,1.3,76.87,7.091052896336331
1993-04-12,23.01,12.06,4.33,8.89,0.61,74.47,8.207292077592113
1993-04-19,23.01,7.7,9.01,14.43,3.0,59.97,9.343174000581696
1993-04-26,23.01,0.2,16.73,23.1,8.99,52.53,10.48225259174519
1993-05-03,23.02,3.54,18.01,25.36,10.56,54.62,11.60803549397961
1993-05-10,23.01,0.92,14.54,20.5,7.93,60.1,12.704222854238516
1993-05-17,22.99,0.98,17.94,24.21,10.93,51.87,13.754943323927163
1993-05-24,22.98,15.3,18.44,24.47,12.49,67.93,14.744983855117203
1993-05-31,22.97,27.58,14.66,19.36,10.03,78.36,15.660009965435185
1993-06-07,22.95,1.48,17.0,22.46,10.24,63.59,16.48677328247995
1993-06-14,22.95,59.56,17.83,22.77,12.26,70.65,17.213303362798193
1993-06-21,23.01,16.03,14.84,18.34,10.99,75.16,17.829081008132967
1993-06-28,23.02,9.3,13.51,17.61,9.99,75.03,18.32519056955382
1993-07-05,23.01,0.98,18.33,23.73,11.26,67.59,18.69444903430585
1993-07-12,22.97,31.8,15.09,20.09,11.11,74.15,18.93151002636968
1993-07-19,22.94,21.59,16.74,21.33,12.16,77.61,19.03294121494154
1993-07-26,22.93,13.28,16.04,20.81,12.51,76.57,18.997274010060856
1993-08-02,22.94,9.66,17.59,22.61,12.7,79.71,18.8250248258577
1993-08-09,22.95,19.64,18.07,22.74,14.03,79.3,18.51868760355672
1993-08-16,22.95,3.95,18.39,24.07,12.23,70.44,18.082697702494244
1993-08-23,22.96,4.8,15.43,20.14,11.09,71.17,17.52336768195936
1993-08-30,23.0,11.16,12.71,17.93,8.31,77.96,16.848795903653038
1993-09-06,22.98,21.32,12.23,15.93,9.0,84.96,16.068749278081594
1993-09-13,22.95,30.38,13.64,18.1,10.4,85.77,15.19452185256162
1993-09-20,22.91,15.63,11.1,15.2,7.53,82.74,14.23877128829642
1993-09-27,22.94,13.04,15.0,19.0,11.37,84.16,13.215335594120251
1993-10-04,23.0,2.24,11.0,15.29,7.37,73.64,12.139032770363595
1993-10-11,22.98,8.75,12.7,17.53,8.43,84.46,11.025446263733327
1993-10-18,22.91,3.86,8.73,13.66,5.19,79.52,9.890699339538012
1993-10-25,22.92,1.58,5.11,8.23,2.2,81.36,8.75122163805052
1993-11-01,22.94,0.0,4.07,7.89,1.03,87.3,7.623511294965509
1993-11-08,22.94,8.53,3.4,4.83,1.47,96.71,6.523896070133064
1993-11-15,22.96,9.74,3.77,6.2,2.0,92.05,5.468296943110453
1993-11-22,22.96,14.1,-2.44,-0.49,-4.5,87.97,4.471997598355893
1993-11-29,22.93,0.62,-4.46,-2.19,-7.14,89.18,3.549423137616212
1993-12-06,22.92,1.47,2.29,4.03,-0.71,87.5,2.7139312234608166
1993-12-13,22.93,39.36,4.13,6.07,2.09,85.2,1.9776186779279703
1993-12-20,22.94,14.16,4.63,7.77,1.93,84.63,1.3511463364811345
1993-12-27,22.94,24.92,1.09,2.21,-0.13,93.3,0.8435846931586983
1994-01-03,22.93,13.75,1.57,3.63,-0.49,90.09,0.4622825717717536
