Date,GWL,P,T,Tmax,Tmin,rH,Tsin
1990-01-01,30.9,0.0,-1.36,-0.09,-2.67,85.38,0.8631113889369413
1990-01-08,30.89,2.16,-1.04,0.24,-3.11,87.58,0.5787244106707856
1990-01-15,30.9,1.54,4.09,5.91,2.21,88.45,0.4268551305040375
1990-01-22,30.89,6.66,7.19,9.06,4.89,82.51,0.4097024548447052
1990-01-29,30.89,15.33,5.66,8.93,2.86,77.49,0.5275147362785138
1990-02-05,30.9,4.79,6.01,9.41,3.34,76.45,0.7785861776863925
1990-02-12,30.9,8.9,5.99,10.07,2.56,73.02,1.159281530380932
1990-02-19,30.9,12.13,4.01,7.0,0.99,88.83,1.6640887286591894
1990-02-26,30.89,10.64,9.83,15.07,4.96,71.06,2.285698698678951
1990-03-05,30.9,19.23,3.94,6.7,1.43,83.63,3.01511118611059
1990-03-12,30.9,12.2,8.3,11.11,5.7,81.57,3.84176507029209
1990-03-19,30.91,0.08,8.44,15.14,2.47,69.08,4.753691278076229
1990-03-26,30.93,3.04,8.8,12.49,5.31,73.07,5.737686083339353
1990-04-02,30.94,0.1,8.57,14.21,2.8,71.08,6.779502282957951
1990-04-09,30.91,0.74,4.91,10.9,-0.44,60.46,7.864055481228135
1990-04-16,30.92,5.17,7.6,12.91,2.44,69.82,8.975642495946872
1990-04-23,30.92,14.18,10.24,16.1,4.89,72.25,10.098168723866946
1990-04-30,30.89,9.04,10.1,14.33,6.31,72.49,11.21538117351424
1990-05-07,30.9,0.0,17.89,25.23,8.37,55.43,12.311103791298924
1990-05-14,30.89,8.61,15.43,20.97,10.29,70.73,13.369471673647208
1990-05-21,30.89,5.4,13.5,18.77,7.61,66.17,14.375160774010904
1990-05-28,30.88,0.01,12.87,18.46,6.29,60.02,15.313609778839131
1990-06-04,30.87,11.71,14.53,20.51,8.51,67.2,16.171230939984014
1990-06-11,30.85,39.83,14.04,17.41,10.49,81.47,16.935606810909853
1990-06-18,30.85,4.84,14.96,18.8,10.56,73.09,17.59567003817388
1990-06-25,30.86,11.18,17.37,21.96,12.57,75.19,18.141863604988195
1990-07-02,30.87,23.28,19.57,24.31,15.33,72.53,18.566279206705744
1990-07-09,30.86,9.69,15.93,20.26,11.73,70.71,18.8627717547
1990-07-16,30.84,1.98,16.9,22.26,10.6,62.34,19.027048350742987
1990-07-23,30.83,0.0,17.19,22.81,12.14,66.33,19.0567304436272
1990-07-30,30.81,1.33,19.19,25.06,12.86,68.45,18.95138826806913
1990-08-06,30.81,0.0,22.06,28.84,14.24,53.42,18.712547067255635
1990-08-13,30.8,16.87,18.33,24.01,13.03,70.78,18.343665008937236
1990-08-20,30.79,32.98,17.21,22.27,14.01,76.38,17.85008311481986
1990-08-27,30.78,7.25,17.4,22.9,11.71,66.89,17.23894792822458
1990-09-03,30.78,21.16,18.4,24.37,13.7,70.56,16.519108039705646
1990-09-10,30.79,21.42,13.0,16.74,10.47,85.63,15.70098596882637
1990-09-17,30.78,4.88,12.61,16.84,9.09,76.81,14.79642725710913
1990-09-24,30.78,12.93,11.24,15.03,8.81,75.75,13.81852895713376
1990-10-01,30.76,8.16,11.86,15.86,8.37,79.55,12.781450001080977
1990-10-08,30.77,1.76,11.7,15.87,8.61,80.25,11.700206194382666
1990-10-15,30.77,0.0,13.01,18.67,7.87,77.19,10.590452802755232
1990-10-22,30.74,0.11,11.06,15.99,7.11,81.27,9.468257880524597
1990-10-29,30.75,7.36,6.17,11.56,1.41,71.24,8.349869622209214
1990-11-05,30.74,12.29,5.9,8.9,3.16,85.13,7.25148110586372
1990-11-12,30.73,2.88,5.54,7.64,2.76,89.36,6.188995834450943
1990-11-19,30.72,24.63,7.97,9.66,6.63,89.44,5.1777974699540605
1990-11-26,30.72,15.8,3.31,5.19,1.21,88.81,4.23252709423649
1990-12-03,30.73,5.56,1.93,4.26,-1.01,89.17,3.3668712216754866
1990-12-10,30.75,28.1,-0.26,1.97,-2.64,85.39,2.5933636329225056
1990-12-17,30.75,11.88,0.5,1.64,-0.73,90.26,1.9232038990276277
1990-12-24,30.74,8.18,0.8,2.56,-1.24,89.19,1.3660952235065853
1990-12-31,30.76,11.77,3.33,5.57,0.8,80.02,0.9301039502257956
1991-01-07,30.77,16.6,5.44,7.51,2.8,78.69,0.621542771282007
1991-01-14,30.76,1.22,4.79,7.63,2.36,77.28,0.4448793259034875
1991-01-21,30.77,3.44,-1.44,2.91,-5.63,77.71,0.402671513763412
1991-01-28,30.78,0.21,1.54,2.46,0.37,89.95,0.4955304593003813
1991-02-04,30.79,0.0,-4.63,-0.94,-7.9,66.66,0.7221116632835098
1991-02-11,30.81,14.66,-5.91,-3.71,-8.53,82.14,1.0791344697379373
1991-02-18,30.82,6.17,-3.19,-0.77,-6.86,86.82,1.5614295663705224
1991-02-25,30.81,4.76,1.99,7.3,-3.29,82.47,2.162013830739573
1991-03-04,30.82,0.1,1.9,6.07,-1.29,77.22,2.8721914384754728
1991-03-11,30.83,2.12,6.76,11.26,2.33,78.94,3.681679769612157
1991-03-18,30.82,0.11,8.57,14.23,3.94,81.05,4.57875829003904
1991-03-25,30.83,30.42,8.01,11.46,5.03,81.88,5.550438252427644
1991-04-01,30.84,4.02,4.51,8.89,-0.03,67.79,6.582650759542784
1991-04-08,30.84,4.91,9.96,15.03,5.19,72.35,7.660450466981558
1991-04-15,30.83,0.39,11.09,17.79,3.09,60.31,8.768231975938926
1991-04-22,30.85,13.73,2.74,7.81,-1.57,71.7,9.889955782862588
1991-04-29,30.84,1.16,7.26,12.83,0.91,72.79,11.009380514485011
1991-05-06,30.85,17.0,7.04,10.76,3.57,81.89,12.110298085715293
1991-05-13,30.85,11.02,10.06,13.8,5.27,76.95,13.17676837555312
1991-05-20,30.86,5.06,9.74,14.59,3.54,70.54,14.193350023167069
1991-05-27,30.86,1.6,10.99,15.29,6.94,68.79,15.145324002452922
1991-06-03,30.86,0.88,14.06,20.04,7.2,62.39,16.018906737950193
1991-06-10,30.86,8.08,13.56,18.69,7.37,66.35,16.801449676423488
1991-06-17,30.85,21.48,14.06,18.93,10.44,70.69,17.481622424523596
1991-06-24,30.85,25.05,15.61,21.14,10.9,74.96,18.04957680088887
1991-07-01,30.83,17.56,15.87,20.59,11.47,75.74,18.497089427385923
1991-07-08,30.82,0.0,23.19,29.46,14.66,57.6,18.817680794919937
1991-07-15,30.8,20.45,21.07,26.83,14.21,66.39,19.00670907986702
1991-07-22,30.79,2.8,16.8,21.69,13.09,71.58,19.06143735276645
1991-07-29,30.78,2.69,19.8,26.37,11.71,64.44,18.98107320616201
