Date,GWL,P,T,Tmax,Tmin,rH,Tsin
1990-01-01,31.34,0.17,-2.0,-0.03,-4.0,90.02,0.1970983255662375
1990-01-08,31.33,0.44,-2.3,-0.34,-4.53,83.94,-0.0862541988450118
1990-01-15,31.34,1.16,2.87,4.54,0.87,91.16,-0.2321259913309656
1990-01-22,31.28,4.54,6.73,9.01,4.21,81.88,-0.2384047345378821
1990-01-29,31.28,18.3,5.66,8.44,3.0,74.2,-0.1049995082267525
1990-02-05,31.27,2.54,5.99,10.7,2.29,75.12,0.1661578941431347
1990-02-12,31.31,5.84,5.93,10.84,2.36,70.73,0.5711409390257192
1990-02-19,31.28,18.68,3.6,7.09,0.67,85.34,1.104085211518724
1990-02-26,31.27,8.59,10.04,16.09,4.69,68.59,1.757273335862397
1990-03-05,31.28,19.0,3.8,6.71,1.04,77.54,2.521246728002974
1990-03-12,31.25,13.08,8.39,11.63,5.54,77.01,3.3849425619716715
1990-03-19,31.23,0.23,8.43,15.87,1.89,66.53,4.3358539667185925
1990-03-26,31.24,3.11,9.04,13.44,5.43,72.44,5.360211133647538
1990-04-02,31.25,0.04,8.53,14.21,3.04,73.8,6.443180712298851
1990-04-09,31.22,3.27,5.16,11.23,-0.53,63.85,7.569080606801965
1990-04-16,31.24,8.93,7.76,13.9,1.61,66.51,8.721607062707898
1990-04-23,31.23,5.42,10.56,16.34,5.23,72.82,9.88407075583707
1990-04-30,31.16,13.06,9.34,13.51,6.06,78.58,11.039638464425131
1990-05-07,31.14,0.0,16.47,24.43,6.33,58.59,12.171576824997938
1990-05-14,31.23,14.67,16.03,22.6,9.89,70.6,13.263494642234969
1990-05-21,31.2,1.47,12.93,19.13,6.4,66.35,14.299580244017164
1990-05-28,31.13,1.54,13.16,19.13,6.84,60.35,15.264830444606506
1990-06-04,31.15,19.9,14.23,20.63,8.09,68.29,16.145267800422904
1990-06-11,31.27,34.27,14.2,18.57,10.84,81.6,16.92814301241482
1990-06-18,31.29,2.42,15.31,19.94,10.63,74.58,17.602119544107914
1990-06-25,31.25,18.57,17.66,23.46,12.39,75.48,18.157437781942583
1990-07-02,31.18,15.38,19.74,24.9,14.79,74.26,18.58605636075403
1990-07-09,31.16,9.13,16.19,20.9,11.73,74.4,18.88176860791051
1990-07-16,31.13,3.45,16.16,22.37,9.81,67.99,19.040292419924203
1990-07-23,31.09,0.82,17.1,22.81,12.67,68.85,19.05933227006311
1990-07-30,31.0,5.18,18.83,25.26,12.31,71.27,18.9386124490542
1990-08-06,31.07,20.15,21.33,29.33,12.99,58.7,18.67988105753097
1990-08-13,31.13,16.29,18.01,24.51,12.57,73.09,18.286884692412293
