Date,GWL,P,T,Tmax,Tmin,rH,Tsin
1990-01-01,61.1,0.44,-1.84,-0.33,-3.23,88.92,0.7991240066648846
1990-01-08,61.05,1.56,-1.5,-0.14,-3.39,86.84,0.5234328901035177
1990-01-15,61.08,1.92,3.74,5.53,2.03,89.41,0.3833073433025955
1990-01-22,61.08,4.71,6.94,9.14,4.63,81.65,0.3807763501538055
1990-01-29,61.12,20.7,5.73,8.53,3.34,72.46,0.5158765588233667
1990-02-05,61.14,6.9,6.31,10.03,3.46,72.18,0.7866517510954179
1990-02-12,61.17,10.32,6.1,10.14,2.74,70.43,1.1891811679368498
1990-02-19,61.18,16.44,3.77,6.86,1.29,84.74,1.717636281135917
1990-02-26,61.23,12.22,10.16,15.44,5.73,68.18,2.3643651889756203
1990-03-05,61.27,17.06,3.76,6.53,1.3,76.62,3.120003413912244
1990-03-12,61.25,15.55,8.13,11.21,5.47,76.56,3.97360949793657
1990-03-19,61.2,0.02,8.94,15.51,3.19,63.43,4.912823432228697
1990-03-26,61.14,2.48,8.87,12.71,5.67,71.25,5.924045627084541
1990-04-02,61.09,0.0,8.79,14.03,3.7,70.45,6.992633830672635
1990-04-09,61.05,0.93,5.49,11.13,0.67,59.11,8.10311514528472
1990-04-16,61.05,6.66,8.19,13.56,3.21,68.01,9.239410071137858
1990-04-23,61.03,6.58,10.79,16.26,5.9,72.01,10.38506533362633
1990-04-30,61.0,7.91,9.91,14.19,6.59,73.99,11.523492122742857
1990-05-07,60.94,0.0,17.91,25.24,9.09,52.76,12.638206295019538
1990-05-14,60.96,10.95,15.84,21.44,11.57,70.39,13.713067059922032
1990-05-21,60.91,1.24,13.19,18.94,7.74,63.63,14.732510694577632
1990-05-28,60.88,0.0,13.23,18.74,7.36,56.59,15.68177590270276
1990-06-04,60.88,25.3,14.53,20.41,9.0,64.57,16.547117554588937
1990-06-11,61.08,119.41,13.8,17.66,10.71,81.85,17.31600571324346
1990-06-18,61.29,6.86,15.07,19.0,10.94,70.21,17.977307064834108
1990-06-25,61.2,15.48,17.57,22.63,12.84,71.87,18.52144612637036
1990-07-02,61.12,7.14,19.71,24.47,15.67,69.15,18.94054389637161
1990-07-09,61.08,17.3,16.01,20.61,11.81,68.81,19.22853194089568
1990-07-16,61.04,1.75,16.49,22.11,10.81,60.5,19.381240262988488
1990-07-23,60.98,3.3,16.96,22.64,12.51,65.2,19.396457683227524
1990-07-30,60.89,0.82,19.06,25.24,13.36,68.43,19.27396385706289
1990-08-06,60.83,0.0,21.99,28.56,14.96,51.3,19.01553246535292
1990-08-13,60.87,13.42,18.13,23.96,13.24,70.53,18.62490553189596
1990-08-20,60.93,36.21,17.69,23.17,13.99,73.49,18.107739239834544
1990-08-27,60.96,2.14,17.09,22.8,11.74,66.54,17.471522031496896
1990-09-03,61.0,19.86,18.56,25.11,13.77,68.14,16.7254661775703
1990-09-10,61.03,35.25,12.79,16.5,10.49,85.03,15.880374385658763
1990-09-17,61.0,1.49,12.49,16.74,9.07,77.03,14.948483379699734
1990-09-24,60.97,18.06,11.2,15.36,8.76,74.5,13.943286715173208
1990-10-01,61.0,6.3,11.8,15.81,8.31,76.92,12.879339395694814
1990-10-08,60.96,2.47,11.79,16.09,8.6,78.97,11.772047120097575
1990-10-15,60.92,0.0,13.2,18.89,8.36,73.42,10.637443211654135
1990-10-22,60.92,0.0,10.79,15.67,7.4,77.81,9.491956459448543
1990-10-29,60.92,6.43,5.86,11.21,2.19,70.0,8.352173233500165
1990-11-05,60.93,8.7,6.19,9.14,3.51,81.71,7.234597318152852
1990-11-12,60.97,2.03,5.09,7.57,2.73,87.89,6.155410941285643
1990-11-19,61.06,29.63,7.56,9.43,6.07,88.49,5.130240459582311
1990-11-26,61.13,15.27,3.53,5.37,1.84,88.02,4.173930092680881
1990-12-03,61.21,6.56,1.67,4.13,-1.11,89.76,3.300326982478232
1990-12-10,61.34,30.03,-0.44,1.73,-2.57,85.63,2.5220806898774075
1990-12-17,61.28,16.76,0.37,1.67,-0.66,90.11,1.8504600322177431
1990-12-24,61.27,10.54,0.3,2.1,-1.37,90.16,1.2951899135359657
1990-12-31,61.4,14.45,3.03,5.44,0.56,77.53,0.8643105103171074
1991-01-07,61.36,18.71,5.59,7.41,3.1,76.39,0.5640608516915844
1991-01-14,61.3,2.95,4.9,7.71,2.63,73.3,0.3987884798081644
1991-01-21,61.22,2.27,-1.37,2.34,-5.29,74.04,0.3708864984794928
1991-01-28,61.17,0.59,1.6,2.76,0.51,87.58,0.4807589216199037
1991-02-04,61.12,0.0,-5.09,-1.63,-8.21,64.26,0.7268148232220959
1991-02-11,61.08,11.1,-5.63,-3.31,-8.26,80.66,1.1054913735793424
1991-02-18,61.1,6.54,-2.87,-0.8,-5.53,84.53,1.6113054281946084
1991-02-25,61.17,4.02,2.64,7.01,-2.01,80.84,2.236932922381252
1991-03-04,61.27,0.29,1.94,5.69,-1.03,76.22,2.9733149219414567
1991-03-11,61.28,5.6,6.67,10.97,2.43,77.35,3.809788794333444
1991-03-18,61.28,0.88,8.49,13.76,4.41,79.29,4.7342426010016005
1991-03-25,61.32,35.66,8.49,11.96,5.4,77.44,5.733290475305884
1991-04-01,61.31,7.06,4.67,8.17,1.03,66.23,6.792466446619951
1991-04-08,61.29,11.34,10.44,15.11,6.24,68.95,7.896433904073595
1991-04-15,61.25,0.17,11.89,17.27,5.07,54.95,9.029207666953612
1991-04-22,61.2,14.11,3.13,7.64,-0.39,71.7,10.174385446239103
1991-04-29,61.24,7.45,8.27,12.39,3.36,67.06,11.315385345763834
1991-05-06,61.29,35.83,7.37,10.61,4.57,78.03,12.435685964045732
1991-05-13,61.27,7.71,10.61,14.0,6.64,71.82,13.519065620169094
1991-05-20,61.21,5.25,10.06,14.53,4.5,66.18,14.549837239784743
1991-05-27,61.15,4.65,11.14,15.0,7.09,64.58,15.513075500137598
1991-06-03,61.09,2.16,14.77,19.91,8.36,56.73,16.3948329451161
1991-06-10,61.07,12.26,14.27,18.69,9.03,63.88,17.18234194102952
1991-06-17,61.14,32.41,15.04,19.2,11.87,65.89,17.864199548843914
1991-06-24,61.2,17.44,16.51,21.5,11.66,68.44,18.430532635970057
1991-07-01,61.15,13.65,16.7,21.09,12.27,70.58,18.8731408368262
1991-07-08,61.02,0.0,23.04,28.96,15.56,57.81,19.18561529214021
1991-07-15,60.95,13.73,21.11,26.49,15.34,66.01,19.36343144767569
1991-07-22,60.91,4.25,17.09,21.39,13.56,69.57,19.40401456867872
1991-07-29,60.88,10.88,19.47,25.77,12.66,61.82,19.306777021411754
1991-08-05,60.84,0.98,21.64,26.69,16.84,70.53,19.07312678194751
1991-08-12,60.79,13.56,21.06,26.43,16.39,67.94,18.70644704901734
1991-08-19,60.8,8.86,17.03,22.41,12.26,67.41,18.212047256115127
1991-08-26,60.82,6.8,17.24,21.99,12.36,71.44,17.597086192189465
1991-09-02,60.79,1.2,16.99,23.19,11.41,70.57,16.87046834411821
1991-09-09,60.76,1.15,15.39,21.19,9.93,67.75,16.04271496190044
1991-09-16,60.76,8.68,14.7,21.66,8.73,66.71,15.12581171351158
1991-09-23,60.78,9.33,14.53,20.11,10.44,75.47,14.133035135341425
1991-09-30,60.75,5.48,15.71,20.34,11.44,71.72,13.078760391170889
1991-10-07,60.77,4.6,12.89,17.94,8.51,71.71,11.97825312329152
1991-10-14,60.79,6.91,13.74,19.5,9.64,77.28,10.847448409711523
