Date,GWL,P,T,Tmax,Tmin,rH,Tsin
1990-01-01,30.2,0.51,-1.61,-0.07,-3.1,87.32,0.8661213107063848
1990-01-08,30.19,2.96,-1.46,-0.04,-3.53,87.57,0.5913912714520659
1990-01-15,30.17,0.99,3.66,5.51,1.8,91.49,0.452088756219748
1990-01-22,30.16,6.66,7.04,9.03,4.69,83.05,0.4502309238353952
1990-01-29,30.16,18.15,5.59,8.57,2.84,76.22,0.5858446764908525
1990-02-05,30.17,3.87,6.26,10.34,3.17,73.49,0.8569662701888774
1990-02-12,30.16,14.76,5.91,10.6,2.17,73.6,1.2596697505794996
1990-02-19,30.16,15.23,3.97,7.23,1.03,86.64,1.7881238024250798
1990-02-26,30.17,9.93,10.01,15.86,5.26,70.87,2.434676189489833
1990-03-05,30.19,22.48,4.01,6.76,1.53,78.3,3.189964562128889
1990-03-12,30.22,14.31,8.39,11.56,5.67,76.99,4.043052028036493
1990-03-19,30.25,0.0,9.07,15.89,2.86,64.36,4.981585523032117
1990-03-26,30.25,3.4,9.01,12.97,5.39,71.74,5.991974688608996
1990-04-02,30.22,0.0,9.24,14.34,3.9,70.05,7.059588666023588
1990-04-09,30.18,1.85,5.6,11.41,0.79,59.49,8.1689679572641
1990-04-16,30.16,6.42,8.39,13.87,3.13,67.12,9.304048285063644
1990-04-23,30.14,19.76,10.94,16.74,5.94,70.9,10.448393210370286
1990-04-30,30.13,6.1,10.14,14.39,6.91,72.82,11.585432138875806
1990-05-07,30.05,0.0,18.34,25.41,9.76,51.13,12.698700270168858
1990-05-14,30.0,14.38,15.81,21.59,11.53,71.25,13.772077014948062
1990-05-21,29.97,3.0,13.37,19.29,8.21,63.63,14.790019427914212
1990-05-28,29.95,0.0,13.39,18.9,7.84,56.11,15.737787276134531
1990-06-04,29.94,19.44,14.6,20.8,9.36,65.77,16.601656483795935
1990-06-11,30.13,97.79,13.8,17.16,10.8,83.14,17.36911786257684
1990-06-18,30.39,5.68,15.44,19.69,11.29,69.29,18.02905824993877
1990-06-25,30.41,37.93,17.54,22.69,12.96,72.54,18.57192143237937
1990-07-02,30.32,14.95,19.66,24.44,15.63,70.26,18.989846523410517
1990-07-09,30.2,10.29,16.06,20.73,12.26,67.99,19.276781792490507
1990-07-16,30.08,2.25,16.89,22.4,11.17,58.67,19.428572296619688
1990-07-23,30.01,0.03,17.2,22.67,12.76,63.53,19.443020045657
1990-07-30,30.01,0.17,19.3,25.43,13.56,64.54,19.31991583013887
1990-08-06,29.99,0.0,22.33,29.21,15.51,46.69,19.061042250719943
1990-08-13,29.99,30.96,18.24,24.26,13.47,71.36,18.670147905368182
1990-08-20,29.98,22.55,17.41,22.61,14.11,75.22,18.15289310809466
1990-08-27,30.0,3.1,17.23,22.96,12.04,68.12,17.516767925233474
1990-09-03,30.04,28.6,18.43,24.71,13.89,71.23,16.770983716140734
1990-09-10,30.02,24.31,13.01,16.7,10.93,86.41,15.926339748849273
